transaction_id,transaction_date,settlement_date,settlement_days,customer_id,merchant_id,merchant_name,region,country,category,product_id,invoice_id,payment_method,card_type,payment_gateway,amount,fee,tax,net_amount,ledger_amount,reconciliation_status,status,refund_amount,dispute_id,processing_time_seconds,batch_id,created_at,updated_at
b3477d33-76a4-48c9-a4ec-87e19be01564,2025-08-11 00:29:27,2025-08-12,1,C2550,M1011,Merchant_12,EMEA,UK,Travel,P103,INV84746,upi,,GatewayA,10.51,0.21,0.0,10.3,14.95,unmatched,success,0.0,,14,B1000,2025-08-10 23:45:05,2025-08-11 01:27:16
980b3171-c947-4f00-b574-ea995063fe90,2025-05-16 16:40:49,2025-05-21,5,C2367,M1025,Merchant_26,AMER,Brazil,Accommodation,P138,INV92331,upi,,GatewayA,17.13,0.32,0.86,15.95,15.95,matched,success,0.0,,51,B1018,2025-05-16 15:50:21,2025-05-16 17:14:14
c43f8314-42d2-47c3-b774-7892b7dfcfb3,2025-08-23 03:53:07,2025-08-28,5,C2526,M1006,Merchant_7,APAC,India,Retail,P138,INV66303,wallet,,GatewayC,190.61,4.18,9.53,176.9,176.9,matched,refunded,126.91,144fde92-1956-448c-80cf-a1e8d1c2f740,25,B1050,2025-08-23 02:53:56,2025-08-23 04:02:45
a0e9c5f9-8aeb-46b9-b228-678b1d67dac1,2025-06-01 04:59:37,2025-06-05,4,C2121,M1056,Merchant_57,AMER,United States,Travel,P120,INV80221,netbanking,,GatewayA,122.51,1.2,0.0,121.31,121.31,matched,success,0.0,,12,B1042,2025-06-01 04:12:47,2025-06-01 05:09:05
97a3fab3-d457-4351-990f-0462a442909d,2025-06-04 06:37:33,2025-06-09,5,C2244,M1011,Merchant_12,EMEA,UK,Travel,P114,INV94548,card,mastercard,GatewayB,112.3,2.5,0.0,109.8,109.8,matched,success,0.0,,124,B1090,2025-06-04 06:25:27,2025-06-04 07:28:29
481ed609-07e9-4296-8a09-027356117a4d,2025-08-08 17:12:37,2025-08-12,4,C2272,M1035,Merchant_36,AMER,Brazil,Retail,P158,INV79035,upi,,GatewayC,542.88,5.86,27.14,509.88,509.88,matched,success,0.0,,40,B1018,2025-08-08 16:22:50,2025-08-08 17:33:53
67b06a78-85b8-4c55-94b8-e13a6e4f1ddd,2025-06-11 14:02:08,2025-06-14,3,C2390,M1029,Merchant_30,EMEA,Netherlands,Transport,P176,INV97905,card,visa,GatewayB,12.92,0.4,0.65,11.87,11.87,matched,refunded,7.21,c08254dd-cb20-4e22-ac0e-5416caffae73,33,B1098,2025-06-11 13:32:54,2025-06-11 14:50:15
3bc629a7-7754-47d2-83e8-748239138039,2025-03-12 08:36:15,2025-03-15,3,C2701,M1019,Merchant_20,APAC,Singapore,Travel,P149,INV67813,wallet,,GatewayA,19.48,0.85,0.0,18.63,18.63,matched,success,0.0,,12,B1084,2025-03-12 08:20:14,2025-03-12 08:55:32
d243e845-5bcf-4af5-860e-ce0f9e65c306,2025-04-07 23:26:28,2025-04-14,7,C2067,M1059,Merchant_60,AMER,Canada,Retail,P141,INV63410,netbanking,,GatewayC,16.53,0.14,0.83,15.56,17.75,unmatched,success,0.0,,120,B1030,2025-04-07 22:40:39,2025-04-08 00:14:27
5784d014-19f9-4ee7-a34e-3a69d31ccac2,2025-08-25 09:29:33,2025-08-30,5,C2099,M1029,Merchant_30,EMEA,Netherlands,Transport,P164,INV56462,card,rupay,GatewayB,49.58,1.08,0.0,48.5,48.5,matched,success,0.0,,93,B1084,2025-08-25 09:01:55,2025-08-25 10:19:17
da3780eb-983b-409d-877a-3ac2502b4c23,2025-06-06 21:34:46,2025-06-13,7,C2413,M1058,Merchant_59,AMER,United States,Accommodation,P152,INV55291,upi,,GatewayA,45.55,0.75,5.47,39.33,39.33,matched,success,0.0,,157,B1095,2025-06-06 20:42:44,2025-06-06 21:47:46
332bbe86-fc7a-4235-a133-b5e719489db7,2025-03-18 20:44:20,2025-03-23,5,C2415,M1007,Merchant_8,APAC,Japan,Accommodation,P144,INV84493,upi,,GatewayA,199.51,2.58,35.91,161.02,161.02,matched,success,0.0,,9,B1111,2025-03-18 19:52:20,2025-03-18 20:47:00
8b826c0f-6053-4a1c-a2b8-136b258e51d0,2025-08-30 00:23:45,2025-09-06,7,C2130,M1047,Merchant_48,EMEA,UK,Transport,P133,INV82998,card,mastercard,GatewayB,63.03,1.26,3.15,58.62,58.62,matched,refunded,38.82,ccff91a0-aa04-497e-a23b-4207ae0f816d,86,B1085,2025-08-29 23:37:29,2025-08-30 00:44:36
2e11ce64-1637-4234-9d15-067b54d9f5d9,2025-06-18 15:08:12,2025-06-22,4,C2486,M1057,Merchant_58,AMER,Canada,Travel,P128,INV79111,card,mastercard,GatewayA,67.84,1.78,3.39,62.67,62.67,matched,success,0.0,,49,B1005,2025-06-18 14:30:20,2025-06-18 15:51:44
1c9fc552-0f60-4070-a8d0-db7864344756,2025-09-02 17:37:50,2025-09-09,7,C2337,M1012,Merchant_13,EMEA,UK,Transport,P107,INV96490,card,mastercard,GatewayB,127.08,2.68,6.35,118.05,118.05,matched,success,0.0,,19,B1069,2025-09-02 17:25:34,2025-09-02 18:15:44
56378331-e559-4773-92b4-4058887468e7,2025-03-12 10:15:44,2025-03-16,4,C2722,M1044,Merchant_45,AMER,Brazil,Transport,P125,INV94731,upi,,GatewayA,271.38,3.24,0.0,268.14,268.14,matched,success,0.0,,19,B1064,2025-03-12 10:03:52,2025-03-12 10:41:42
818b32e2-a6a3-4591-87d7-b93c965e7dcf,2025-07-25 20:39:29,2025-07-26,1,C2296,M1040,Merchant_41,AMER,United States,Food,P105,INV64702,netbanking,,GatewayC,191.61,1.83,0.0,189.78,189.78,matched,success,0.0,,14,B1114,2025-07-25 19:53:18,2025-07-25 21:03:54
1b1418b7-3024-40b9-a53e-bc913399f9bf,2025-04-02 12:41:47,2025-04-09,7,C2144,M1019,Merchant_20,APAC,Singapore,Travel,P126,INV78321,card,amex,GatewayA,153.82,2.88,7.69,143.25,143.25,matched,success,0.0,,5,B1031,2025-04-02 12:37:58,2025-04-02 13:37:58
5b74089c-0589-496d-9573-5cd6241bbb03,2025-03-29 22:39:28,2025-04-05,7,C2114,M1032,Merchant_33,AMER,Canada,Food,P159,INV96075,netbanking,,GatewayC,208.21,1.78,37.48,168.95,168.95,matched,success,0.0,,8,B1014,2025-03-29 22:33:21,2025-03-29 22:48:42
04c5162b-6d78-4ecf-9d2a-0c55633c1133,2025-06-02 04:53:53,2025-06-07,5,C2750,M1009,Merchant_10,APAC,Japan,Transport,P155,INV54466,card,rupay,GatewayC,244.16,4.4,0.0,239.76,239.76,matched,success,0.0,,15,B1069,2025-06-02 04:41:02,2025-06-02 05:21:58
298da950-84dc-49c0-8208-f4743767f9b8,2025-03-15 21:50:48,2025-03-18,3,C2628,M1057,Merchant_58,AMER,Canada,Travel,P128,INV64919,card,mastercard,GatewayC,44.91,0.9,5.39,38.62,38.62,matched,success,0.0,,5,B1010,2025-03-15 21:48:50,2025-03-15 21:59:27
fe92affd-69d0-49a7-8dfd-1fa339ae7202,2025-06-15 11:32:23,2025-06-19,4,C2216,M1001,Merchant_2,AMER,Canada,Accommodation,P169,INV58216,upi,,GatewayA,29.68,0.66,3.56,25.46,25.46,matched,success,0.0,,31,B1110,2025-06-15 10:48:37,2025-06-15 11:39:25
7faccefc-72f8-4f10-8dbd-01edb5916e90,2025-05-08 15:34:47,2025-05-12,4,C2571,M1036,Merchant_37,EMEA,Netherlands,Retail,P143,INV95384,card,visa,GatewayA,233.61,4.69,0.0,228.92,228.92,matched,success,0.0,,27,B1091,2025-05-08 14:48:58,2025-05-08 16:26:29
1cca61c4-1ef1-43ff-98aa-878d314590ef,2025-05-17 10:33:02,2025-05-19,2,C2653,M1042,Merchant_43,EMEA,Netherlands,Retail,P101,INV79888,card,mastercard,GatewayC,52.39,1.09,0.0,51.3,51.3,matched,success,0.0,,15,B1072,2025-05-17 10:22:41,2025-05-17 10:43:36
eb676230-d2d4-47b1-ac50-c420c666178c,2025-05-10 15:16:53,2025-05-11,1,C2160,M1038,Merchant_39,APAC,Japan,Travel,P135,INV51210,upi,,GatewayC,176.13,2.07,31.7,142.36,142.36,matched,refunded,103.32,72944889-3434-4d20-b9b6-53ccea48847b,5,B1008,2025-05-10 15:06:24,2025-05-10 16:02:10
90bc3b90-2e87-47d5-97bc-3ac994fb1c7f,2025-08-15 10:49:26,2025-08-19,4,C2593,M1003,Merchant_4,AMER,Brazil,Retail,P151,INV64749,card,amex,GatewayA,100.42,2.08,0.0,98.34,98.34,matched,success,0.0,,18,B1102,2025-08-15 09:57:38,2025-08-15 11:33:08
0a4cfef1-e1e9-44dc-8558-93c87253d340,2025-08-22 23:49:53,2025-08-29,7,C2326,M1000,Merchant_1,AMER,United States,Travel,P171,INV83181,upi,,GatewayB,216.03,2.35,38.89,174.79,174.79,matched,success,0.0,,6,B1112,2025-08-22 23:26:39,2025-08-23 00:33:36
9ca7f5bd-a63c-4736-b6ff-b8129362f5bf,2025-04-29 03:59:34,2025-05-03,4,C2495,M1058,Merchant_59,AMER,United States,Accommodation,P155,INV93547,card,rupay,GatewayC,29.45,1.1,1.47,26.88,26.88,matched,success,0.0,,6,B1031,2025-04-29 03:29:39,2025-04-29 04:07:40
4fdff14d-9794-475d-9a42-f5a4ba89a79d,2025-05-17 02:17:01,2025-05-24,7,C2168,M1000,Merchant_1,AMER,United States,Travel,P150,INV57658,upi,,GatewayB,660.82,6.83,79.3,574.69,574.69,matched,success,0.0,,14,B1037,2025-05-17 01:21:36,2025-05-17 02:35:51
54108bbe-a39b-4372-a401-cae7a0716c24,2025-07-27 06:06:54,2025-07-28,1,C2054,M1027,Merchant_28,EMEA,Germany,Transport,P158,INV69605,card,visa,GatewayA,82.92,1.59,0.0,81.33,81.33,matched,success,0.0,,8,B1029,2025-07-27 06:04:23,2025-07-27 06:54:15
5d7b6baa-d018-402c-8543-ffb76f378a14,2025-07-04 16:23:35,2025-07-09,5,C2464,M1004,Merchant_5,APAC,Japan,Travel,P110,INV63909,card,mastercard,GatewayB,33.11,0.66,1.66,30.79,30.79,matched,success,0.0,,46,B1085,2025-07-04 15:31:39,2025-07-04 16:56:48
c0eff8b0-71e1-43dd-a55e-7f8e8b110be4,2025-05-15 05:12:01,2025-05-22,7,C2268,M1011,Merchant_12,EMEA,UK,Travel,P104,INV73765,card,visa,GatewayC,302.63,5.85,0.0,296.78,296.78,matched,success,0.0,,6,B1009,2025-05-15 04:37:26,2025-05-15 06:08:27
a6fd1823-4521-4470-9709-b5b0a47579ce,2025-04-19 13:34:40,2025-04-23,4,C2506,M1040,Merchant_41,AMER,United States,Food,P142,INV75866,netbanking,,GatewayB,71.85,0.77,3.59,67.49,67.49,matched,success,0.0,,63,B1005,2025-04-19 12:49:40,2025-04-19 13:56:12
b67afdec-242c-44c4-8f24-e7a2dcb9e893,2025-07-26 13:20:45,2025-07-30,4,C2432,M1030,Merchant_31,APAC,Singapore,Retail,P108,INV80617,netbanking,,GatewayB,138.99,1.35,6.95,130.69,130.69,matched,chargeback,101.56,190b30d4-4789-4d23-835f-25358d90c28d,11,B1053,2025-07-26 13:03:40,2025-07-26 13:47:51
043147f2-440c-46e0-8b6a-21be3fdb052e,2025-08-28 13:26:13,2025-09-04,7,C2754,M1058,Merchant_59,AMER,United States,Accommodation,P132,INV86417,netbanking,,GatewayA,68.92,0.57,0.0,68.35,68.35,matched,failed,0.0,,8,B1074,2025-08-28 12:39:05,2025-08-28 13:52:18
0249c1e7-38f7-43c6-9954-0b9e2fd5d4f7,2025-08-08 09:54:57,2025-08-13,5,C2191,M1042,Merchant_43,EMEA,Netherlands,Retail,P178,INV53447,card,amex,GatewayA,160.64,3.09,8.03,149.52,149.52,matched,failed,0.0,,34,B1080,2025-08-08 08:57:59,2025-08-08 09:57:37
709c29ea-7b9d-4abc-a021-8de9f8f01ab0,2025-05-10 01:14:17,2025-05-15,5,C2030,M1057,Merchant_58,AMER,Canada,Travel,P136,INV85923,netbanking,,GatewayA,26.37,0.47,0.0,25.9,25.9,matched,success,0.0,,8,B1039,2025-05-10 00:45:28,2025-05-10 02:01:32
468bee0d-94cf-4e6d-9e48-c588f4d70508,2025-08-22 18:47:01,2025-08-24,2,C2261,M1024,Merchant_25,AMER,Brazil,Accommodation,P157,INV59317,upi,,GatewayC,256.93,3.14,12.85,240.94,240.94,matched,success,0.0,,15,B1077,2025-08-22 18:16:57,2025-08-22 19:06:34
40f1b5c5-4fb6-4697-8e11-006fda527369,2025-07-21 03:14:51,2025-07-26,5,C2726,M1024,Merchant_25,AMER,Brazil,Accommodation,P139,INV70608,upi,,GatewayA,28.18,0.84,3.38,23.96,23.96,matched,success,0.0,,154,B1027,2025-07-21 02:50:50,2025-07-21 03:21:27
81e1b371-226f-49a0-aace-a854aa3e15d3,2025-07-04 22:30:12,2025-07-06,2,C2734,M1015,Merchant_16,APAC,Japan,Travel,P112,INV84769,card,amex,GatewayC,192.68,3.83,9.63,179.22,179.22,matched,success,0.0,,42,B1062,2025-07-04 21:49:04,2025-07-04 22:56:31
eef126e8-6d27-45f8-8ee5-f0367e771a06,2025-04-07 19:27:13,2025-04-14,7,C2639,M1018,Merchant_19,APAC,Singapore,Transport,P105,INV79270,upi,,GatewayB,188.24,2.14,9.41,176.69,174.98,unmatched,refunded,142.54,45e98d11-f5f5-41b8-b3e3-779ab9432823,7,B1102,2025-04-07 18:47:09,2025-04-07 20:25:53
18b34654-5fa8-45b8-ac75-884799484937,2025-04-10 21:03:50,2025-04-11,1,C2392,M1057,Merchant_58,AMER,Canada,Travel,P156,INV80620,wallet,,GatewayA,368.5,7.69,0.0,360.81,360.81,matched,success,0.0,,21,B1041,2025-04-10 20:17:05,2025-04-10 22:02:00
032011b9-7276-4ef8-8059-e8c271f8f4e9,2025-08-06 07:05:55,2025-08-10,4,C2377,M1054,Merchant_55,APAC,Australia,Transport,P179,INV90252,card,visa,GatewayB,57.26,1.45,6.87,48.94,48.94,matched,success,0.0,,48,B1101,2025-08-06 06:43:24,2025-08-06 07:55:09
e923aeaf-023f-40ce-ae68-396b70a340f8,2025-05-17 06:58:21,2025-05-19,2,C2692,M1006,Merchant_7,APAC,India,Retail,P104,INV80504,netbanking,,GatewayA,179.1,2.03,0.0,177.07,177.07,matched,success,0.0,,72,B1050,2025-05-17 06:31:21,2025-05-17 07:53:47
d70a53bb-bb2e-4be2-92ce-f58f8500d36f,2025-06-24 09:18:36,2025-06-29,5,C2241,M1052,Merchant_53,AMER,United States,Retail,P140,INV97262,card,rupay,GatewayB,17.89,0.52,0.0,17.37,17.37,matched,success,0.0,,16,B1069,2025-06-24 08:22:24,2025-06-24 09:42:39
9de9918c-61c5-4d0e-9bec-ccc450314964,2025-09-01 11:07:01,2025-09-08,7,C2496,M1053,Merchant_54,EMEA,Netherlands,Travel,P112,INV76590,upi,,GatewayB,110.66,1.59,5.53,103.54,103.54,matched,success,0.0,,23,B1065,2025-09-01 10:13:40,2025-09-01 11:46:10
24877592-8f91-422b-b652-2707b0dc0e11,2025-06-24 22:51:43,2025-06-27,3,C2639,M1017,Merchant_18,EMEA,Germany,Travel,P125,INV59664,netbanking,,GatewayA,68.24,0.7,3.41,64.13,64.13,matched,success,0.0,,95,B1117,2025-06-24 22:47:38,2025-06-24 23:05:17
ee80b1ad-bff9-49c0-80d9-5bcedc391502,2025-07-22 19:23:14,2025-07-24,2,C2554,M1000,Merchant_1,AMER,United States,Travel,P152,INV91979,upi,,GatewayB,547.33,5.86,27.37,514.1,514.1,matched,success,0.0,,24,B1019,2025-07-22 18:59:09,2025-07-22 19:40:16
5680b09c-c40b-4e6a-bfe8-91bdc593a8b2,2025-07-30 19:40:17,2025-08-01,2,C2008,M1053,Merchant_54,EMEA,Netherlands,Travel,P148,INV88938,card,visa,GatewayC,6.82,0.48,1.23,5.11,5.11,matched,success,0.0,,30,B1030,2025-07-30 18:46:49,2025-07-30 20:18:46
7cc604ba-ce80-49e4-885b-b9ccadca6f9e,2025-04-21 15:30:17,2025-04-23,2,C2258,M1011,Merchant_12,EMEA,UK,Travel,P134,INV65429,upi,,GatewayA,15.9,0.38,1.91,13.61,13.61,matched,success,0.0,,99,B1116,2025-04-21 14:34:33,2025-04-21 15:39:32
b98303a0-715a-4244-9aa4-d6d0a02f537f,2025-03-16 14:27:51,2025-03-19,3,C2251,M1006,Merchant_7,APAC,India,Retail,P129,INV69163,wallet,,GatewayA,18.46,0.37,0.92,17.17,17.17,matched,success,0.0,,36,B1007,2025-03-16 13:45:33,2025-03-16 14:38:29
961ea17d-04d7-4bf8-8b16-9fdcc694e98d,2025-04-30 01:07:55,2025-05-04,4,C2054,M1029,Merchant_30,EMEA,Netherlands,Transport,P137,INV73045,card,mastercard,GatewayC,152.46,2.88,18.3,131.28,131.28,matched,success,0.0,,20,B1113,2025-04-30 01:04:15,2025-04-30 01:49:09
fa1dece9-a512-498c-86df-c3cc3600cc9d,2025-07-08 10:43:22,2025-07-13,5,C2732,M1048,Merchant_49,AMER,United States,Retail,P125,INV64936,netbanking,,GatewayA,100.84,1.21,0.0,99.63,99.63,matched,success,0.0,,114,B1011,2025-07-08 10:08:39,2025-07-08 11:00:41
db5807a8-9f82-4ea9-9df7-82c1679073b4,2025-03-25 08:46:40,2025-03-29,4,C2188,M1058,Merchant_59,AMER,United States,Accommodation,P145,INV69288,netbanking,,GatewayA,12.32,0.3,0.0,12.02,12.02,matched,success,0.0,,58,B1015,2025-03-25 08:32:02,2025-03-25 08:52:56
d79af31c-4f16-4cbd-84df-11ef3d8fbd15,2025-04-25 14:19:46,2025-04-28,3,C2256,M1017,Merchant_18,EMEA,Germany,Travel,P120,INV86112,card,visa,GatewayB,102.45,2.17,0.0,100.28,100.28,matched,success,0.0,,66,B1099,2025-04-25 13:28:54,2025-04-25 15:19:31
e23e9d86-3448-43ef-9c80-a0b75f7a9b5e,2025-06-16 10:57:47,2025-06-23,7,C2505,M1010,Merchant_11,EMEA,Germany,Accommodation,P103,INV55441,card,amex,GatewayA,59.21,1.13,7.11,50.97,50.97,matched,success,0.0,,24,B1078,2025-06-16 10:46:39,2025-06-16 11:51:55
d86f471b-f4d5-4c7f-ac4c-c42fb20e7fd0,2025-06-02 06:11:34,2025-06-09,7,C2018,M1009,Merchant_10,APAC,Japan,Transport,P117,INV78713,card,amex,GatewayB,112.9,2.28,0.0,110.62,110.62,matched,success,0.0,,44,B1105,2025-06-02 05:41:37,2025-06-02 06:19:53
e598463c-8eca-4691-ad13-777e6059f722,2025-04-24 19:01:33,2025-04-27,3,C2460,M1011,Merchant_12,EMEA,UK,Travel,P111,INV95514,upi,,GatewayA,24.58,0.47,0.0,24.11,24.11,matched,success,0.0,,57,B1115,2025-04-24 18:39:29,2025-04-24 19:06:54
c8f32509-d874-49d6-b5c3-1e16e86ca982,2025-05-22 03:45:07,2025-05-29,7,C2755,M1028,Merchant_29,APAC,Singapore,Travel,P116,INV61873,upi,,GatewayA,84.02,1.42,4.2,78.4,69.11,unmatched,success,0.0,,57,B1059,2025-05-22 02:51:15,2025-05-22 04:32:01
